ID	Gene Name	Species	KEGG_PATHWAY
ftsY	Cell division protein ftsY	Escherichia coli	ecc03060:Protein export,ecc03070:Bacterial secretion system,ecd03060:Protein export,ecd03070:Bacterial secretion system,ece03060:Protein export,ece03070:Bacterial secretion system,ecf03060:Protein export,ecf03070:Bacterial secretion system,ecg03060:Protein export,ecg03070:Bacterial secretion system,eci03060:Protein export,eci03070:Bacterial secretion system,ecj03060:Protein export,ecj03070:Bacterial secretion system,eck03060:Protein export,eck03070:Bacterial secretion system,ecm03060:Protein export,ecm03070:Bacterial secretion system,eco03060:Protein export,eco03070:Bacterial secretion system,ecq03060:Protein export,ecq03070:Bacterial secretion system,ecr03060:Protein export,ecr03070:Bacterial secretion system,ect03060:Protein export,ect03070:Bacterial secretion system,ecv03060:Protein export,ecv03070:Bacterial secretion system,ecw03060:Protein export,ecw03070:Bacterial secretion system,ecx03060:Protein export,ecx03070:Bacterial secretion system,ecz03060:Protein export,ecz03070:Bacterial secretion system,eum03060:Protein export,eum03070:Bacterial secretion system,
bcsA	Cellulose synthase catalytic subunit [UDP-forming]	Escherichia coli	ecc00500:Starch and sucrose metabolism,ecd00500:Starch and sucrose metabolism,ece00500:Starch and sucrose metabolism,ecf00500:Starch and sucrose metabolism,ecg00500:Starch and sucrose metabolism,eci00500:Starch and sucrose metabolism,ecj00500:Starch and sucrose metabolism,eck00500:Starch and sucrose metabolism,ecl00500:Starch and sucrose metabolism,ecm00500:Starch and sucrose metabolism,eco00500:Starch and sucrose metabolism,ecp00500:Starch and sucrose metabolism,ecq00500:Starch and sucrose metabolism,ecr00500:Starch and sucrose metabolism,ecs00500:Starch and sucrose metabolism,ect00500:Starch and sucrose metabolism,ecv00500:Starch and sucrose metabolism,ecw00500:Starch and sucrose metabolism,ecy00500:Starch and sucrose metabolism,
ubiC	Chorismate--pyruvate lyase	Escherichia coli	ecc00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecd00130:Ubiquinone and other terpenoid-quinone biosynthesis,ece00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecf00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecg00130:Ubiquinone and other terpenoid-quinone biosynthesis,eci00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecj00130:Ubiquinone and other terpenoid-quinone biosynthesis,eck00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecl00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecm00130:Ubiquinone and other terpenoid-quinone biosynthesis,eco00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecp00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecq00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecr00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecs00130:Ubiquinone and other terpenoid-quinone biosynthesis,ect00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecv00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecw00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecx00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecy00130:Ubiquinone and other terpenoid-quinone biosynthesis,ecz00130:Ubiquinone and other terpenoid-quinone biosynthesis,eum00130:Ubiquinone and other terpenoid-quinone biosynthesis,
aphA	Class B acid phosphatase	Escherichia coli	ecc00361:gamma-Hexachlorocyclohexane degradation,ecc00740:Riboflavin metabolism,ecd00361:gamma-Hexachlorocyclohexane degradation,ecd00740:Riboflavin metabolism,ece00361:gamma-Hexachlorocyclohexane degradation,ece00740:Riboflavin metabolism,ecf00361:gamma-Hexachlorocyclohexane degradation,ecf00740:Riboflavin metabolism,ecg00361:gamma-Hexachlorocyclohexane degradation,ecg00740:Riboflavin metabolism,eci00361:gamma-Hexachlorocyclohexane degradation,eci00740:Riboflavin metabolism,ecj00361:gamma-Hexachlorocyclohexane degradation,ecj00740:Riboflavin metabolism,eck00361:gamma-Hexachlorocyclohexane degradation,eck00740:Riboflavin metabolism,ecl00361:gamma-Hexachlorocyclohexane degradation,ecl00740:Riboflavin metabolism,ecm00361:gamma-Hexachlorocyclohexane degradation,ecm00740:Riboflavin metabolism,eco00361:gamma-Hexachlorocyclohexane degradation,eco00740:Riboflavin metabolism,ecp00361:gamma-Hexachlorocyclohexane degradation,ecp00740:Riboflavin metabolism,ecq00361:gamma-Hexachlorocyclohexane degradation,ecq00740:Riboflavin metabolism,ecr00361:gamma-Hexachlorocyclohexane degradation,ecr00740:Riboflavin metabolism,ecs00361:gamma-Hexachlorocyclohexane degradation,ecs00740:Riboflavin metabolism,ect00361:gamma-Hexachlorocyclohexane degradation,ect00740:Riboflavin metabolism,ecv00361:gamma-Hexachlorocyclohexane degradation,ecv00740:Riboflavin metabolism,ecw00361:gamma-Hexachlorocyclohexane degradation,ecw00740:Riboflavin metabolism,ecy00361:gamma-Hexachlorocyclohexane degradation,ecy00740:Riboflavin metabolism,ecz00361:gamma-Hexachlorocyclohexane degradation,ecz00740:Riboflavin metabolism,eum00361:gamma-Hexachlorocyclohexane degradation,eum00740:Riboflavin metabolism,
dfp	Coenzyme A biosynthesis bifunctional protein coaBC	Escherichia coli	ecc00770:Pantothenate and CoA biosynthesis,ecd00770:Pantothenate and CoA biosynthesis,ece00770:Pantothenate and CoA biosynthesis,ecg00770:Pantothenate and CoA biosynthesis,eci00770:Pantothenate and CoA biosynthesis,ecj00770:Pantothenate and CoA biosynthesis,eck00770:Pantothenate and CoA biosynthesis,eco00770:Pantothenate and CoA biosynthesis,ecq00770:Pantothenate and CoA biosynthesis,ecr00770:Pantothenate and CoA biosynthesis,ect00770:Pantothenate and CoA biosynthesis,ecv00770:Pantothenate and CoA biosynthesis,ecz00770:Pantothenate and CoA biosynthesis,eum00770:Pantothenate and CoA biosynthesis,
deaD	Cold-shock DEAD box protein A	Escherichia coli	ecc03018:RNA degradation,ecd03018:RNA degradation,ece03018:RNA degradation,ecf03018:RNA degradation,ecg03018:RNA degradation,eci03018:RNA degradation,ecj03018:RNA degradation,eck03018:RNA degradation,ecm03018:RNA degradation,eco03018:RNA degradation,ecq03018:RNA degradation,ecr03018:RNA degradation,ect03018:RNA degradation,ecv03018:RNA degradation,ecw03018:RNA degradation,ecx03018:RNA degradation,ecz03018:RNA degradation,eum03018:RNA degradation,
metB	Cystathionine gamma-synthase	Escherichia coli	ecc00270:Cysteine and methionine metabolism,ecc00450:Selenoamino acid metabolism,ecc00920:Sulfur metabolism,ecd00270:Cysteine and methionine metabolism,ecd00450:Selenoamino acid metabolism,ecd00920:Sulfur metabolism,ece00270:Cysteine and methionine metabolism,ece00450:Selenoamino acid metabolism,ece00920:Sulfur metabolism,ecf00270:Cysteine and methionine metabolism,ecf00450:Selenoamino acid metabolism,ecf00920:Sulfur metabolism,ecg00270:Cysteine and methionine metabolism,ecg00450:Selenoamino acid metabolism,ecg00920:Sulfur metabolism,eci00270:Cysteine and methionine metabolism,eci00450:Selenoamino acid metabolism,eci00920:Sulfur metabolism,ecj00270:Cysteine and methionine metabolism,ecj00450:Selenoamino acid metabolism,ecj00920:Sulfur metabolism,eck00270:Cysteine and methionine metabolism,eck00450:Selenoamino acid metabolism,eck00920:Sulfur metabolism,ecm00270:Cysteine and methionine metabolism,ecm00450:Selenoamino acid metabolism,ecm00920:Sulfur metabolism,eco00270:Cysteine and methionine metabolism,eco00450:Selenoamino acid metabolism,eco00920:Sulfur metabolism,ecq00270:Cysteine and methionine metabolism,ecq00450:Selenoamino acid metabolism,ecq00920:Sulfur metabolism,ecr00270:Cysteine and methionine metabolism,ecr00450:Selenoamino acid metabolism,ecr00920:Sulfur metabolism,ect00270:Cysteine and methionine metabolism,ect00450:Selenoamino acid metabolism,ect00920:Sulfur metabolism,ecv00270:Cysteine and methionine metabolism,ecv00450:Selenoamino acid metabolism,ecv00920:Sulfur metabolism,ecw00270:Cysteine and methionine metabolism,ecw00450:Selenoamino acid metabolism,ecw00920:Sulfur metabolism,ecx00270:Cysteine and methionine metabolism,ecx00450:Selenoamino acid metabolism,ecx00920:Sulfur metabolism,ecz00270:Cysteine and methionine metabolism,ecz00450:Selenoamino acid metabolism,ecz00920:Sulfur metabolism,eum00270:Cysteine and methionine metabolism,eum00450:Selenoamino acid metabolism,eum00920:Sulfur metabolism,
nrfA	Cytochrome c-552	Escherichia coli	ecc00910:Nitrogen metabolism,ecd00910:Nitrogen metabolism,ece00910:Nitrogen metabolism,ecf00910:Nitrogen metabolism,ecg00910:Nitrogen metabolism,eci00910:Nitrogen metabolism,ecj00910:Nitrogen metabolism,eck00910:Nitrogen metabolism,ecl00910:Nitrogen metabolism,ecm00910:Nitrogen metabolism,eco00910:Nitrogen metabolism,ecp00910:Nitrogen metabolism,ecq00910:Nitrogen metabolism,ecr00910:Nitrogen metabolism,ecs00910:Nitrogen metabolism,ect00910:Nitrogen metabolism,ecv00910:Nitrogen metabolism,ecw00910:Nitrogen metabolism,ecx00910:Nitrogen metabolism,ecy00910:Nitrogen metabolism,ecz00910:Nitrogen metabolism,eum00910:Nitrogen metabolism,
treF	Cytoplasmic trehalase	Escherichia coli	ecc00500:Starch and sucrose metabolism,ecd00500:Starch and sucrose metabolism,ece00500:Starch and sucrose metabolism,ecf00500:Starch and sucrose metabolism,ecg00500:Starch and sucrose metabolism,eci00500:Starch and sucrose metabolism,ecj00500:Starch and sucrose metabolism,eck00500:Starch and sucrose metabolism,ecl00500:Starch and sucrose metabolism,ecm00500:Starch and sucrose metabolism,eco00500:Starch and sucrose metabolism,ecp00500:Starch and sucrose metabolism,ecq00500:Starch and sucrose metabolism,ecr00500:Starch and sucrose metabolism,ecs00500:Starch and sucrose metabolism,ect00500:Starch and sucrose metabolism,ecv00500:Starch and sucrose metabolism,ecw00500:Starch and sucrose metabolism,ecx00500:Starch and sucrose metabolism,ecy00500:Starch and sucrose metabolism,ecz00500:Starch and sucrose metabolism,eum00500:Starch and sucrose metabolism,
dacB	D-alanyl-D-alanine carboxypeptidase dacB	Escherichia coli	ecc00550:Peptidoglycan biosynthesis,ecd00550:Peptidoglycan biosynthesis,ece00550:Peptidoglycan biosynthesis,ecf00550:Peptidoglycan biosynthesis,ecg00550:Peptidoglycan biosynthesis,eci00550:Peptidoglycan biosynthesis,ecj00550:Peptidoglycan biosynthesis,eck00550:Peptidoglycan biosynthesis,ecm00550:Peptidoglycan biosynthesis,eco00550:Peptidoglycan biosynthesis,ecq00550:Peptidoglycan biosynthesis,ecr00550:Peptidoglycan biosynthesis,ect00550:Peptidoglycan biosynthesis,ecv00550:Peptidoglycan biosynthesis,ecw00550:Peptidoglycan biosynthesis,ecx00550:Peptidoglycan biosynthesis,ecz00550:Peptidoglycan biosynthesis,eum00550:Peptidoglycan biosynthesis,
alsA	D-allose import ATP-binding protein alsA	Escherichia coli	ecd02010:ABC transporters,ecg02010:ABC transporters,eci02010:ABC transporters,ecj02010:ABC transporters,ecm02010:ABC transporters,eco02010:ABC transporters,ecq02010:ABC transporters,ect02010:ABC transporters,ecv02010:ABC transporters,ecz02010:ABC transporters,
alsC	D-allose transport system permease protein alsC	Escherichia coli	ecd02010:ABC transporters,ecg02010:ABC transporters,ecj02010:ABC transporters,ecm02010:ABC transporters,eco02010:ABC transporters,ecq02010:ABC transporters,ect02010:ABC transporters,ecv02010:ABC transporters,
alsB	D-allose-binding periplasmic protein	Escherichia coli	ecd02010:ABC transporters,ecj02010:ABC transporters,ecm02010:ABC transporters,eco02010:ABC transporters,
garD	D-galactarate dehydratase	Escherichia coli	ecd00053:Ascorbate and aldarate metabolism,ecf00053:Ascorbate and aldarate metabolism,ecg00053:Ascorbate and aldarate metabolism,eci00053:Ascorbate and aldarate metabolism,ecj00053:Ascorbate and aldarate metabolism,eck00053:Ascorbate and aldarate metabolism,ecm00053:Ascorbate and aldarate metabolism,eco00053:Ascorbate and aldarate metabolism,ecq00053:Ascorbate and aldarate metabolism,ecr00053:Ascorbate and aldarate metabolism,ect00053:Ascorbate and aldarate metabolism,ecv00053:Ascorbate and aldarate metabolism,ecw00053:Ascorbate and aldarate metabolism,ecx00053:Ascorbate and aldarate metabolism,ecz00053:Ascorbate and aldarate metabolism,eum00053:Ascorbate and aldarate metabolism,
dgoD	D-galactonate dehydratase	Escherichia coli	ecd00052:Galactose metabolism,ecj00052:Galactose metabolism,eck00052:Galactose metabolism,eco00052:Galactose metabolism,ecq00052:Galactose metabolism,ecr00052:Galactose metabolism,ect00052:Galactose metabolism,ecv00052:Galactose metabolism,ecz00052:Galactose metabolism,eum00052:Galactose metabolism,
uxuB	D-mannonate oxidoreductase	Escherichia coli	ecc00040:Pentose and glucuronate interconversions,ece00040:Pentose and glucuronate interconversions,ecf00040:Pentose and glucuronate interconversions,ecg00040:Pentose and glucuronate interconversions,eci00040:Pentose and glucuronate interconversions,ecj00040:Pentose and glucuronate interconversions,eck00040:Pentose and glucuronate interconversions,ecm00040:Pentose and glucuronate interconversions,eco00040:Pentose and glucuronate interconversions,ecq00040:Pentose and glucuronate interconversions,ecr00040:Pentose and glucuronate interconversions,ect00040:Pentose and glucuronate interconversions,ecv00040:Pentose and glucuronate interconversions,ecz00040:Pentose and glucuronate interconversions,eum00040:Pentose and glucuronate interconversions,
rbsD	D-ribose pyranase	Escherichia coli	ecc02010:ABC transporters,ecd02010:ABC transporters,ece02010:ABC transporters,ecf02010:ABC transporters,ecg02010:ABC transporters,eci02010:ABC transporters,ecj02010:ABC transporters,eck02010:ABC transporters,ecm02010:ABC transporters,eco02010:ABC transporters,ecq02010:ABC transporters,ecr02010:ABC transporters,ect02010:ABC transporters,ecv02010:ABC transporters,ecw02010:ABC transporters,ecx02010:ABC transporters,ecz02010:ABC transporters,eum02010:ABC transporters,
rbsB	D-ribose-binding periplasmic protein	Escherichia coli	ecc02010:ABC transporters,ecc02030:Bacterial chemotaxis,ecd02010:ABC transporters,ecd02030:Bacterial chemotaxis,ece02010:ABC transporters,ece02030:Bacterial chemotaxis,ecf02010:ABC transporters,ecf02030:Bacterial chemotaxis,ecg02010:ABC transporters,ecg02030:Bacterial chemotaxis,eci02010:ABC transporters,eci02030:Bacterial chemotaxis,ecj02010:ABC transporters,ecj02030:Bacterial chemotaxis,eck02010:ABC transporters,eck02030:Bacterial chemotaxis,ecm02010:ABC transporters,ecm02030:Bacterial chemotaxis,eco02010:ABC transporters,eco02030:Bacterial chemotaxis,ecq02010:ABC transporters,ecq02030:Bacterial chemotaxis,ecr02010:ABC transporters,ecr02030:Bacterial chemotaxis,ect02010:ABC transporters,ect02030:Bacterial chemotaxis,ecv02010:ABC transporters,ecv02030:Bacterial chemotaxis,ecw02010:ABC transporters,ecw02030:Bacterial chemotaxis,ecx02010:ABC transporters,ecx02030:Bacterial chemotaxis,ecz02010:ABC transporters,ecz02030:Bacterial chemotaxis,eum02010:ABC transporters,eum02030:Bacterial chemotaxis,
kbaY	D-tagatose-1,6-bisphosphate aldolase subunit kbaY	Escherichia coli	ecc00052:Galactose metabolism,ecd00052:Galactose metabolism,ece00052:Galactose metabolism,ecf00052:Galactose metabolism,ecg00052:Galactose metabolism,eci00052:Galactose metabolism,ecj00052:Galactose metabolism,eck00052:Galactose metabolism,ecl00052:Galactose metabolism,ecm00052:Galactose metabolism,eco00052:Galactose metabolism,ecp00052:Galactose metabolism,ecq00052:Galactose metabolism,ecr00052:Galactose metabolism,ecs00052:Galactose metabolism,ect00052:Galactose metabolism,ecv00052:Galactose metabolism,ecw00052:Galactose metabolism,ecx00052:Galactose metabolism,ecy00052:Galactose metabolism,ecz00052:Galactose metabolism,eum00052:Galactose metabolism,
agaZ	D-tagatose-1,6-bisphosphate aldolase subunit kbaZ	Escherichia coli	ecc00052:Galactose metabolism,ece00052:Galactose metabolism,eci00052:Galactose metabolism,ecv00052:Galactose metabolism,
xylF	D-xylose-binding periplasmic protein	Escherichia coli	ecc02010:ABC transporters,ecd02010:ABC transporters,ece02010:ABC transporters,ecf02010:ABC transporters,ecg02010:ABC transporters,eci02010:ABC transporters,ecj02010:ABC transporters,eck02010:ABC transporters,ecl02010:ABC transporters,ecm02010:ABC transporters,eco02010:ABC transporters,ecp02010:ABC transporters,ecq02010:ABC transporters,ecr02010:ABC transporters,ecs02010:ABC transporters,ect02010:ABC transporters,ecv02010:ABC transporters,ecw02010:ABC transporters,ecx02010:ABC transporters,ecy02010:ABC transporters,ecz02010:ABC transporters,eum02010:ABC transporters,
dam	DNA adenine methylase	Escherichia coli	ecc03430:Mismatch repair,ecd03430:Mismatch repair,ece03430:Mismatch repair,ecf03430:Mismatch repair,ecg03430:Mismatch repair,eci03430:Mismatch repair,ecj03430:Mismatch repair,eck03430:Mismatch repair,ecm03430:Mismatch repair,eco03430:Mismatch repair,ecq03430:Mismatch repair,ecr03430:Mismatch repair,ect03430:Mismatch repair,ecv03430:Mismatch repair,ecw03430:Mismatch repair,ecx03430:Mismatch repair,ecz03430:Mismatch repair,eum03430:Mismatch repair,
uvrD	DNA helicase II	Escherichia coli	ecc03420:Nucleotide excision repair,ecc03430:Mismatch repair,ecd03420:Nucleotide excision repair,ecd03430:Mismatch repair,ece03420:Nucleotide excision repair,ece03430:Mismatch repair,ecf03420:Nucleotide excision repair,ecf03430:Mismatch repair,ecg03420:Nucleotide excision repair,ecg03430:Mismatch repair,eci03420:Nucleotide excision repair,eci03430:Mismatch repair,ecj03420:Nucleotide excision repair,ecj03430:Mismatch repair,eck03420:Nucleotide excision repair,eck03430:Mismatch repair,ecl03420:Nucleotide excision repair,ecl03430:Mismatch repair,ecm03420:Nucleotide excision repair,ecm03430:Mismatch repair,eco03420:Nucleotide excision repair,eco03430:Mismatch repair,ecp03420:Nucleotide excision repair,ecp03430:Mismatch repair,ecq03420:Nucleotide excision repair,ecq03430:Mismatch repair,ecr03420:Nucleotide excision repair,ecr03430:Mismatch repair,ecs03420:Nucleotide excision repair,ecs03430:Mismatch repair,ect03420:Nucleotide excision repair,ect03430:Mismatch repair,ecv03420:Nucleotide excision repair,ecv03430:Mismatch repair,ecw03420:Nucleotide excision repair,ecw03430:Mismatch repair,ecx03420:Nucleotide excision repair,ecx03430:Mismatch repair,ecy03420:Nucleotide excision repair,ecy03430:Mismatch repair,ecz03420:Nucleotide excision repair,ecz03430:Mismatch repair,eum03420:Nucleotide excision repair,eum03430:Mismatch repair,
